REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;1/12/2020;3,12;1;1;51;0;34;13;0;0;26;15;32;5;177;2;1;PEQUEÑA;0;0;2020;Trim.4;56,7
OCCIDENTE;CALI;604;IMBANACO;1/12/2020;2,12;1;2;23;0;13;8;0;0;12;10;35;3;106;1;1;MEDIANA;0;0;2020;Trim.4;50
OCCIDENTE;CALI;567;LA MERCED;1/12/2020;2,12;1;0;25;0;18;4;0;0;13;5;30;1;96;1;1;PEQUEÑA;1;0;2020;Trim.4;45,3
OCCIDENTE;CALI;578;PREMIER El LIMONAR;1/12/2020;3,12;1;6;46;0;30;8;1;0;19;19;34;1;164;2;1;DEPENDIENTE;0;0;2020;Trim.4;52,6
OCCIDENTE;CALI;565;SAN FERNANDO;1/12/2020;3,68;1;2;26;0;30;11;0;0;19;18;69;1;176;2;2;MEDIANA;1;0;2020;Trim.4;47,8
OCCIDENTE;CALI;607;SAN NICOLAS;1/12/2020;2,12;1;0;41;0;32;9;0;1;22;12;40;1;158;1;1;PEQUEÑA;0;0;2020;Trim.4;74,5
OCCIDENTE;CALI;586;TERCERA BRIGADA;1/12/2020;3,12;1;18;63;0;15;23;1;0;15;8;127;0;270;2;1;MEDIANA;0;0;2020;Trim.4;86,5
OCCIDENTE;CALI;585;UNICENTRO - CALI;1/12/2020;4,68;1;1;71;0;34;19;0;1;15;33;94;2;270;3;2;GRANDE;0;0;2020;Trim.4;57,7
OCCIDENTE;CALI;576;VILLA COLOMBIA;1/12/2020;2,12;1;6;43;0;15;12;0;0;8;4;22;1;111;1;1;MEDIANA;0;0;2020;Trim.4;52,4
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;1/12/2020;4,68;1;2;63;0;40;5;1;1;29;20;31;0;192;3;2;GRANDE;0;0;2020;Trim.4;41
OCCIDENTE;CENTRAL;362;EL ESPINAL;1/12/2020;3,68;1;8;57;0;44;7;0;1;20;10;50;1;198;2;2;MEDIANA;1;0;2020;Trim.4;53,8
OCCIDENTE;CENTRAL;624;EL JORDAN;1/12/2020;2,68;1;2;45;0;40;15;0;0;25;20;40;1;188;1;2;PEQUEÑA;0;0;2020;Trim.4;70,1
OCCIDENTE;CENTRAL;388;GARZON;1/12/2020;2,12;1;1;35;0;28;0;0;0;13;2;27;0;106;1;1;PEQUEÑA;0;0;2020;Trim.4;50
OCCIDENTE;CENTRAL;360;GIRARDOT;1/12/2020;4,12;1;5;64;0;67;22;0;0;40;13;60;0;271;3;1;GRANDE;1;0;2020;Trim.4;65,8
OCCIDENTE;CENTRAL;391;HONDA;1/12/2020;3,12;1;3;70;0;46;10;0;0;22;14;27;1;193;2;1;PEQUEÑA;1;0;2020;Trim.4;61,9
OCCIDENTE;CENTRAL;550;IBAGUE;1/12/2020;7,24;1;0;75;0;49;26;1;0;22;23;89;0;285;5;3;MUY GRANDE;0;0;2020;Trim.4;39,4
OCCIDENTE;CENTRAL;392;LA DORADA;1/12/2020;2,68;1;0;166;1;32;2;0;1;21;10;42;0;275;1;2;PEQUEÑA;0;0;2020;Trim.4;102,6
OCCIDENTE;CENTRAL;394;MARIQUITA;1/12/2020;3,12;1;1;27;0;35;5;0;1;19;8;15;0;111;2;1;PEQUEÑA;0;0;2020;Trim.4;35,6
OCCIDENTE;CENTRAL;366;MELGAR;1/12/2020;2,12;1;4;27;0;16;12;2;0;11;6;20;0;98;1;1;PEQUEÑA;0;0;2020;Trim.4;46,2
OCCIDENTE;CENTRAL;390;NEIVA;1/12/2020;5,68;1;0;83;0;37;3;1;0;21;5;27;0;177;4;2;MUY GRANDE;0;0;2020;Trim.4;31,2
OCCIDENTE;CENTRAL;425;PITALITO;1/12/2020;4,68;1;1;45;0;18;1;0;0;15;9;33;0;122;3;2;GRANDE;0;0;2020;Trim.4;26,1
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;1/12/2020;3,12;1;4;15;1;20;7;0;0;11;9;19;2;88;2;1;PEQUEÑA;0;0;2020;Trim.4;28,2
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;1/12/2020;2,12;1;0;66;1;14;8;1;1;7;5;39;0;142;1;1;PEQUEÑA;0;0;2020;Trim.4;67
OCCIDENTE;CENTRAL;364;TOLEMAIDA;1/12/2020;3,68;1;14;67;0;17;7;0;0;12;2;19;0;138;2;2;MEDIANA;0;0;2020;Trim.4;37,5
OCCIDENTE;CENTRAL;554;YULIMA;1/12/2020;5,68;1;0;67;0;39;17;0;1;28;18;96;1;267;4;2;GRANDE;0;0;2020;Trim.4;47
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;1/12/2020;7,24;1;3;68;0;56;18;0;0;39;13;64;0;261;5;3;MUY GRANDE;0;0;2020;Trim.4;36
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;1/12/2020;4,68;1;1;43;0;25;7;0;0;15;25;21;1;138;3;2;GRANDE;1;0;2020;Trim.4;29,5
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;1/12/2020;3,68;1;5;47;0;28;11;0;0;16;16;24;0;147;2;2;GRANDE;0;0;2020;Trim.4;39,9
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;1/12/2020;2,12;1;0;22;0;16;7;0;0;11;1;25;0;82;1;1;PEQUEÑA;0;0;2020;Trim.4;38,7
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;1/12/2020;3,68;1;2;29;0;44;3;1;0;28;15;18;0;140;2;2;GRANDE;0;0;2020;Trim.4;38
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;1/12/2020;3,12;1;1;39;0;12;1;0;0;5;6;9;0;73;2;1;PEQUEÑA;0;0;2020;Trim.4;23,4
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;1/12/2020;6,8;1;2;48;0;42;5;1;0;13;34;30;1;176;4;4;MUY GRANDE;0;0;2020;Trim.4;25,9
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;1/12/2020;3,12;1;1;18;1;22;0;0;0;16;13;53;1;125;2;1;PEQUEÑA;0;0;2020;Trim.4;40,1
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;1/12/2020;5,68;1;1;51;0;70;5;0;0;48;19;39;4;237;4;2;GRANDE;0;0;2020;Trim.4;41,7
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;1/12/2020;5,24;1;0;93;0;45;15;0;2;31;15;76;5;282;3;3;MUY GRANDE;0;0;2020;Trim.4;53,8
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;1/12/2020;6,24;1;1;91;2;38;5;0;1;14;27;21;2;202;4;3;MUY GRANDE;0;0;2020;Trim.4;32,4
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;1/12/2020;7,8;1;2;69;0;85;22;6;0;54;25;60;4;327;5;4;MUY GRANDE;0;0;2020;Trim.4;41,9
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;1/12/2020;3,68;1;1;66;0;37;6;0;2;21;15;24;1;173;2;2;MEDIANA;0;0;2020;Trim.4;47
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;1/12/2020;1;0;0;4;0;0;0;0;0;0;0;0;0;4;1;0;DEPENDIENTE;0;0;2020;Trim.4;4
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;1/12/2020;2,12;1;5;46;0;8;3;1;0;7;13;32;0;115;1;1;DEPENDIENTE;0;0;2020;Trim.4;54,2
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;1/12/2020;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;DEPENDIENTE;0;0;2020;Trim.4;1
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;1/12/2020;2,12;1;3;21;0;19;4;1;0;12;8;35;1;104;1;1;PEQUEÑA;1;0;2020;Trim.4;49,1
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;1/12/2020;2,12;1;2;25;1;17;7;0;0;12;11;16;0;91;1;1;PEQUEÑA;1;0;2020;Trim.4;42,9
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;1/12/2020;2,12;1;1;25;0;4;4;0;3;2;39;8;0;86;1;1;PEQUEÑA;0;0;2020;Trim.4;40,6
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;1/12/2020;2,12;1;0;29;1;6;6;1;4;5;7;15;0;74;1;1;PEQUEÑA;0;0;2020;Trim.4;34,9
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;1/12/2020;2,12;1;2;21;1;8;5;0;2;10;13;10;0;72;1;1;PEQUEÑA;0;0;2020;Trim.4;34
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;1/12/2020;4,68;1;3;63;1;48;10;1;0;30;24;56;0;236;3;2;GRANDE;1;0;2020;Trim.4;50,4
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;1/12/2020;6,24;1;14;103;0;32;15;0;0;24;18;78;0;284;4;3;GRANDE;0;1;2020;Trim.4;45,5
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;1/12/2020;2,12;1;4;35;0;7;6;2;1;4;9;15;1;84;1;1;PEQUEÑA;0;0;2020;Trim.4;39,6
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;1/12/2020;3,12;1;19;41;0;36;14;0;0;16;7;29;0;162;2;1;MEDIANA;0;0;2020;Trim.4;51,9
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;1/12/2020;2,12;1;5;35;0;22;4;1;0;17;1;22;0;107;1;1;PEQUEÑA;0;1;2020;Trim.4;50,5
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;1/12/2020;3,12;1;1;90;1;40;14;0;0;26;11;41;1;225;2;1;MEDIANA;0;0;2020;Trim.4;72,1
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;1/12/2020;2,12;1;1;42;0;10;6;0;1;8;2;17;3;90;1;1;PEQUEÑA;0;0;2020;Trim.4;42,5
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;1/12/2020;1,56;0;2;31;0;13;4;1;0;0;6;0;2;59;1;1;DEPENDIENTE;0;0;2020;Trim.4;37,8
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;1/12/2020;2,12;1;3;43;2;7;7;0;1;5;2;38;0;108;1;1;PEQUEÑA;0;0;2020;Trim.4;50,9
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;1/12/2020;2,12;1;4;49;0;20;4;0;0;12;7;14;0;110;1;1;PEQUEÑA;0;0;2020;Trim.4;51,9
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;1/12/2020;0,56;0;2;12;0;3;1;0;2;0;8;0;0;28;0;1;PEQUEÑA;0;0;2020;Trim.4;50
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;1/12/2020;0,56;0;1;6;0;2;4;0;3;0;1;0;0;17;0;1;DEPENDIENTE;0;0;2020;Trim.4;30,4
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;1/12/2020;4,68;1;13;59;0;41;11;2;1;18;13;27;3;188;3;2;GRANDE;1;0;2020;Trim.4;40,2
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;1/12/2020;4,68;1;10;42;2;17;6;0;8;17;2;68;1;173;3;2;GRANDE;0;0;2020;Trim.4;37
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;1/12/2020;2,12;1;0;23;0;16;7;0;1;12;13;20;0;92;1;1;PEQUEÑA;0;0;2020;Trim.4;43,4
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;1/12/2020;2,12;1;5;35;1;24;6;0;2;17;7;31;2;130;1;1;MEDIANA;0;0;2020;Trim.4;61,3
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;1/12/2020;2,12;1;6;36;0;12;6;1;4;10;18;15;1;109;1;1;PEQUEÑA;0;0;2020;Trim.4;51,4
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;1/12/2020;3,68;1;0;53;0;34;8;0;8;22;10;51;2;188;2;2;MEDIANA;0;0;2020;Trim.4;51,1
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;1/12/2020;3,12;1;14;30;0;31;14;1;0;25;0;36;2;153;2;1;MEDIANA;0;0;2020;Trim.4;49
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;1/12/2020;4,68;1;12;50;0;48;6;2;0;26;12;60;0;216;3;2;GRANDE;1;0;2020;Trim.4;46,2
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;1/12/2020;2,12;1;7;28;1;21;3;0;0;18;3;17;0;98;1;1;PEQUEÑA;0;0;2020;Trim.4;46,2
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;1/12/2020;3,68;1;27;43;0;26;5;0;1;13;57;50;0;222;2;2;MEDIANA;1;1;2020;Trim.4;60,3
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;1/12/2020;2,12;1;1;34;0;27;11;0;0;27;4;17;1;122;1;1;PEQUEÑA;0;0;2020;Trim.4;57,5
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;1/12/2020;3,68;1;14;44;0;35;7;2;2;29;6;51;0;190;2;2;MEDIANA;0;1;2020;Trim.4;51,6
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;1/12/2020;2,12;1;6;15;1;18;11;1;0;13;11;23;0;99;1;1;PEQUEÑA;1;0;2020;Trim.4;46,7
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;1/12/2020;6,24;1;10;39;0;28;3;1;1;20;20;63;1;186;4;3;MUY GRANDE;1;0;2020;Trim.4;29,8
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;1/12/2020;2,12;1;15;35;3;13;9;3;0;11;9;24;2;124;1;1;PEQUEÑA;1;0;2020;Trim.4;58,5
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;1/12/2020;3,68;1;30;36;0;84;24;2;0;64;37;116;0;393;2;2;GRANDE;0;0;2020;Trim.4;106,8
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;1/12/2020;6,24;1;34;80;0;55;19;3;0;29;44;73;3;340;4;3;MUY GRANDE;1;0;2020;Trim.4;54,5
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;1/12/2020;2,12;1;9;10;0;18;2;1;0;10;16;62;0;128;1;1;PEQUEÑA;0;0;2020;Trim.4;60,4
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;1/12/2020;2,12;1;1;33;0;13;3;1;0;10;16;19;0;96;1;1;PEQUEÑA;0;0;2020;Trim.4;45,3
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;1/12/2020;2,12;1;1;24;2;19;4;1;2;12;25;18;1;109;1;1;PEQUEÑA;1;1;2020;Trim.4;51,4
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;1/12/2020;5,24;1;4;74;0;47;17;0;0;34;20;47;1;244;3;3;MUY GRANDE;1;0;2020;Trim.4;46,6
SURORIENTE;ORIENTAL;610;ARAUCA;1/12/2020;4,68;1;25;94;0;32;19;3;0;25;10;58;1;267;3;2;GRANDE;0;0;2020;Trim.4;57,1
SURORIENTE;ORIENTAL;490;BARBOSA;1/12/2020;2,68;1;6;9;0;18;7;0;2;10;4;11;2;69;1;2;PEQUEÑA;1;0;2020;Trim.4;25,7
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;1/12/2020;4,68;1;2;44;1;56;11;2;0;35;9;30;2;192;3;2;GRANDE;0;0;2020;Trim.4;41
SURORIENTE;ORIENTAL;480;BUCARAMANGA;1/12/2020;9,8;1;20;132;3;83;28;2;6;62;45;157;0;538;7;4;MUY GRANDE;0;0;2020;Trim.4;54,9
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;1/12/2020;4,68;1;8;93;0;62;24;1;6;43;30;65;1;333;3;2;GRANDE;0;0;2020;Trim.4;71,2
SURORIENTE;ORIENTAL;450;CUCUTA;1/12/2020;7,24;1;0;117;0;53;9;1;0;32;23;115;4;354;5;3;MUY GRANDE;1;0;2020;Trim.4;48,9
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;1/12/2020;3,12;1;4;71;0;48;6;1;0;33;11;26;1;201;2;1;MEDIANA;0;0;2020;Trim.4;64,4
SURORIENTE;ORIENTAL;481;GIRON;1/12/2020;3,24;1;8;44;0;41;7;1;1;25;13;35;0;175;1;3;GRANDE;0;0;2020;Trim.4;54
SURORIENTE;ORIENTAL;700;MALAGA;1/12/2020;3,12;1;3;62;1;36;9;1;1;22;41;40;0;216;2;1;MEDIANA;0;1;2020;Trim.4;69,2
SURORIENTE;ORIENTAL;720;PAMPLONA;1/12/2020;3,68;1;0;21;0;23;9;1;0;16;5;26;1;102;2;2;GRANDE;0;0;2020;Trim.4;27,7
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;1/12/2020;2,12;1;13;15;1;5;2;1;0;4;9;20;0;70;1;1;PEQUEÑA;0;0;2020;Trim.4;33
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;1/12/2020;2,12;1;14;31;0;23;9;1;1;16;3;27;1;126;1;1;PEQUEÑA;0;0;2020;Trim.4;59,4
SURORIENTE;ORIENTAL;520;SAN GIL;1/12/2020;4,68;1;12;45;0;33;6;1;2;19;3;34;1;156;3;2;GRANDE;0;0;2020;Trim.4;33,3
SURORIENTE;ORIENTAL;492;SANTANA;1/12/2020;1;0;0;14;2;6;3;0;0;0;6;0;1;32;1;0;PEQUEÑA;0;0;2020;Trim.4;32
SURORIENTE;ORIENTAL;530;SOCORRO;1/12/2020;3,12;1;2;16;0;32;4;1;1;14;6;20;2;98;2;1;MEDIANA;0;0;2020;Trim.4;31,4
SURORIENTE;ORIENTAL;451;TONCHALA;1/12/2020;3,68;1;2;52;0;24;7;1;0;17;6;36;0;145;2;2;GRANDE;0;0;2020;Trim.4;39,4
SURORIENTE;ORIENTAL;540;VELEZ;1/12/2020;3,12;1;24;21;0;20;9;0;1;13;11;44;0;143;2;1;MEDIANA;0;1;2020;Trim.4;45,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;1/01/2021;2,12;1;3;33;0;11;4;1;0;8;8;16;0;84;1;1;PEQUEÑA;0;0;2021;Trim.1;39,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;1/01/2021;3,12;1;4;34;1;14;4;0;0;6;10;35;0;108;2;1;MEDIANA;0;0;2021;Trim.1;34,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;1/01/2021;8,24;1;8;92;0;53;25;1;1;34;16;124;2;356;6;3;MUY GRANDE;1;0;2021;Trim.1;43,2
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;1/01/2021;4,12;1;4;31;0;36;9;0;0;20;11;17;2;130;3;1;GRANDE;0;0;2021;Trim.1;31,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;1/01/2021;6,24;1;19;67;0;31;15;3;0;13;11;82;3;244;4;3;MUY GRANDE;1;0;2021;Trim.1;39,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;1/01/2021;6,24;1;7;48;0;33;15;0;5;23;13;54;0;198;4;3;MUY GRANDE;1;0;2021;Trim.1;31,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;1/01/2021;2,12;1;7;15;0;5;2;0;1;3;0;20;0;53;1;1;MEDIANA;1;0;2021;Trim.1;25
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;1/01/2021;3,12;1;0;23;0;16;4;0;2;13;8;26;3;95;2;1;MEDIANA;1;0;2021;Trim.1;30,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;1/01/2021;4,24;1;17;17;0;42;8;2;0;29;8;42;0;165;2;3;GRANDE;0;0;2021;Trim.1;38,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;1/01/2021;2,12;1;0;22;0;12;5;0;1;6;2;14;2;64;1;1;PEQUEÑA;0;0;2021;Trim.1;30,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;1/01/2021;2,12;1;0;13;4;2;3;0;0;0;3;16;0;41;1;1;PEQUEÑA;1;0;2021;Trim.1;19,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;1/01/2021;2,68;1;0;55;0;11;20;1;0;8;1;37;0;133;1;2;MEDIANA;0;0;2021;Trim.1;49,6
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;1/01/2021;3,68;1;4;33;0;16;2;3;0;13;15;18;2;106;2;2;GRANDE;1;1;2021;Trim.1;28,8
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;1/01/2021;2,12;1;2;21;3;4;5;2;21;3;2;11;1;75;1;1;PEQUEÑA;1;0;2021;Trim.1;35,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;1/01/2021;2,12;1;3;142;0;10;9;3;0;7;6;51;1;232;1;1;PEQUEÑA;0;0;2021;Trim.1;109,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);1/01/2021;3,68;1;5;268;0;24;8;1;0;13;24;18;4;365;2;2;MEDIANA;1;0;2021;Trim.1;99,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;1/01/2021;3,12;1;0;79;0;11;6;0;3;6;10;50;3;168;2;1;MEDIANA;1;0;2021;Trim.1;53,8
BOGOTÁ Y PYME;BOGOTÁ NORTE;170;SIETE DE AGOSTO;1/01/2021;2,12;1;7;21;0;17;8;0;0;12;6;22;0;93;1;1;PEQUEÑA;1;0;2021;Trim.1;43,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;1/01/2021;3,12;1;1;36;0;11;4;1;0;11;5;23;0;92;2;1;PEQUEÑA;1;0;2021;Trim.1;29,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;1/01/2021;1,68;1;1;33;2;12;2;0;0;8;5;36;1;100;0;2;MEDIANA;1;0;2021;Trim.1;59,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;1/01/2021;3,12;1;4;15;0;11;4;1;0;7;4;5;0;51;2;1;MEDIANA;1;0;2021;Trim.1;16,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;160;GALERIAS;1/01/2021;3,68;1;5;30;0;12;4;0;0;8;15;32;1;107;2;2;MEDIANA;1;0;2021;Trim.1;29,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;326;UNICENTRO CENTRO COMERCIAL;1/01/2021;4,12;1;1;22;0;4;4;1;0;3;6;9;1;51;3;1;GRANDE;1;1;2021;Trim.1;12,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;379;Centro suba;1/01/2021;1,12;0;4;19;0;5;2;0;0;5;0;23;0;58;0;2;PEQUEÑA;0;1;2021;Trim.1;51,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;1/01/2021;3,68;1;6;51;0;15;7;2;1;8;15;27;2;134;2;2;GRANDE;1;0;2021;Trim.1;36,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;1/01/2021;3,12;1;14;67;0;9;2;2;0;6;27;19;6;152;2;1;MEDIANA;1;1;2021;Trim.1;48,7
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;1/01/2021;3,12;1;13;19;1;11;6;0;0;7;10;34;0;101;2;1;PEQUEÑA;0;0;2021;Trim.1;32,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;1/01/2021;7,24;1;18;35;0;23;9;3;0;17;11;61;0;177;5;3;MUY GRANDE;1;0;2021;Trim.1;24,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;1/01/2021;2,12;1;0;12;0;11;4;0;0;7;1;23;1;59;1;1;PEQUEÑA;0;0;2021;Trim.1;27,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;1/01/2021;3,12;1;10;16;0;9;8;2;0;5;12;29;1;92;2;1;PEQUEÑA;0;0;2021;Trim.1;29,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;1/01/2021;3,68;1;6;67;0;9;8;0;0;8;4;41;2;145;2;2;GRANDE;0;0;2021;Trim.1;39,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;1/01/2021;3,68;1;8;64;0;9;7;2;1;10;15;31;1;148;2;2;GRANDE;0;0;2021;Trim.1;40,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;1/01/2021;2,12;1;5;62;0;16;4;0;0;12;21;30;5;155;1;1;PEQUEÑA;1;1;2021;Trim.1;73,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;1/01/2021;3,12;1;3;46;0;13;4;2;20;6;9;35;1;139;2;1;PEQUEÑA;1;0;2021;Trim.1;44,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;324;EL EDÉN;1/01/2021;2,12;1;0;31;0;7;2;5;0;3;4;18;2;72;1;1;PEQUEÑA;1;1;2021;Trim.1;34
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;403;Unicentro Occidente;1/01/2021;1,12;0;6;26;0;4;4;1;0;4;0;9;2;56;0;2;PEQUEÑA;0;1;2021;Trim.1;50
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;1/01/2021;3,68;1;7;64;0;19;17;1;3;14;18;51;1;195;2;2;MEDIANA;1;1;2021;Trim.1;53
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;1/01/2021;2,12;1;0;36;0;9;5;2;0;6;9;23;0;90;1;1;PEQUEÑA;1;0;2021;Trim.1;42,5
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;1/01/2021;2,12;1;10;68;0;12;3;0;0;6;11;25;1;136;1;1;PEQUEÑA;1;1;2021;Trim.1;64,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;1/01/2021;2,12;1;1;38;0;12;5;1;0;6;7;27;0;97;1;1;PEQUEÑA;1;0;2021;Trim.1;45,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;1/01/2021;2,12;1;3;100;0;14;6;3;0;10;4;36;0;176;1;1;PEQUEÑA;0;0;2021;Trim.1;83
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;1/01/2021;3,68;1;2;112;0;26;12;0;0;17;12;71;4;256;2;2;MEDIANA;1;1;2021;Trim.1;69,6
