REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
OCCIDENTE;CENTRAL;390;NEIVA;feb-21;5,68;1;5;83;1;35;11;0;0;18;9;37;0;199;4;2;MUY GRANDE;0;0;2021;Trim.1;35
OCCIDENTE;CENTRAL;425;PITALITO;feb-21;4,68;1;8;31;0;48;11;0;0;34;7;42;0;181;3;2;GRANDE;0;0;2021;Trim.1;38,7
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;feb-21;3,12;1;3;22;0;34;5;0;0;27;6;20;1;118;2;1;PEQUEÑA;1;0;2021;Trim.1;37,8
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;feb-21;2,12;1;0;80;0;34;10;1;0;19;7;50;2;203;1;1;PEQUEÑA;0;0;2021;Trim.1;95,8
OCCIDENTE;CENTRAL;364;TOLEMAIDA;feb-21;3,68;1;5;218;0;28;3;0;0;24;0;28;0;306;2;2;MEDIANA;1;0;2021;Trim.1;83,2
OCCIDENTE;CENTRAL;554;YULIMA;feb-21;5,68;1;0;66;0;63;22;0;2;45;15;75;1;289;4;2;GRANDE;0;0;2021;Trim.1;50,9
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;feb-21;7,24;1;1;109;3;71;9;1;0;43;16;34;1;288;5;3;MUY GRANDE;0;0;2021;Trim.1;39,8
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;feb-21;4,68;1;0;43;1;22;8;0;0;13;15;15;1;118;3;2;GRANDE;0;0;2021;Trim.1;25,2
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;feb-21;3,68;1;3;51;0;62;9;0;0;31;9;41;0;206;2;2;GRANDE;1;0;2021;Trim.1;56
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;feb-21;2,12;1;3;27;1;19;6;1;0;13;6;21;1;98;1;1;PEQUEÑA;1;0;2021;Trim.1;46,2
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;feb-21;3,68;1;0;38;2;62;2;2;0;37;19;20;0;182;2;2;GRANDE;0;0;2021;Trim.1;49,5
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;feb-21;3,12;1;0;62;0;38;3;0;0;22;8;25;0;158;2;1;PEQUEÑA;1;0;2021;Trim.1;50,6
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;feb-21;6,8;1;2;76;0;128;6;0;0;69;31;50;1;363;4;4;GRANDE;0;0;2021;Trim.1;53,4
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;feb-21;3,12;1;1;24;0;32;5;1;0;24;10;57;0;154;2;1;PEQUEÑA;1;0;2021;Trim.1;49,4
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;feb-21;5,68;1;2;72;0;91;0;0;0;70;17;49;7;308;4;2;GRANDE;0;0;2021;Trim.1;54,2
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;feb-21;5,24;1;5;139;0;39;18;0;9;32;19;91;0;352;3;3;MUY GRANDE;1;0;2021;Trim.1;67,2
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;feb-21;6,24;1;8;129;4;65;13;0;0;29;25;40;0;313;4;3;MUY GRANDE;0;0;2021;Trim.1;50,2
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;feb-21;7,8;1;2;89;1;104;30;1;0;71;26;75,5;1;400,5;5;4;MUY GRANDE;0;0;2021;Trim.1;51,3
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;feb-21;3,68;1;3;80;0;47;6;0;2;26;16;27;0;207;2;2;MEDIANA;0;0;2021;Trim.1;56,3
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;feb-21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;DEPENDIENTE;0;0;2021;Trim.1;0
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;feb-21;2,12;1;0;63;1;17;8;0;0;13;8;41;1;152;1;1;PEQUEÑA;0;0;2021;Trim.1;71,7
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;feb-21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;DEPENDIENTE;0;0;2021;Trim.1;0
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;feb-21;2,12;1;0;27;0;17;1;0;0;12;9;29;0;95;1;1;PEQUEÑA;1;0;2021;Trim.1;44,8
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;feb-21;2,12;1;0;23;0;34;5;0;0;20;12;22;0;116;1;1;PEQUEÑA;0;0;2021;Trim.1;54,7
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;feb-21;2,12;1;1;15;0;25;0;0;8;21;21;21;0;112;1;1;PEQUEÑA;1;0;2021;Trim.1;52,8
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;feb-21;2,12;1;5;36;1;8;2;1;5;12;7;25;1;103;1;1;PEQUEÑA;1;0;2021;Trim.1;48,6
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;feb-21;2,12;1;4;15;0;12;6;0;7;10;16;21;0;91;1;1;MEDIANA;1;0;2021;Trim.1;42,9
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;feb-21;4,68;1;1;68;0;67;9;1;0;45;29;46;0;266;3;2;GRANDE;1;0;2021;Trim.1;56,8
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;feb-21;6,24;1;19;95;0;50;19;1;0;29;24;61;1;299;4;3;MUY GRANDE;0;1;2021;Trim.1;47,9
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;feb-21;2,12;1;3;36;0;9;6;0;3;8;10;22;1;98;1;1;PEQUEÑA;0;0;2021;Trim.1;46,2
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;feb-21;3,12;1;0;62;0;57;6;1;0;25;19;39;1;210;2;1;MEDIANA;0;0;2021;Trim.1;67,3
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;feb-21;2,12;1;1;29;0;30;4;0;0;18;1;14;0;97;1;1;PEQUEÑA;0;1;2021;Trim.1;45,8
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;feb-21;3,12;1;1;56;0;57;7;0;1;32;12;33;1;200;2;1;MEDIANA;0;0;2021;Trim.1;64,1
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;feb-21;2,12;1;0;28;0;18;8;0;2;16;2;21;0;95;1;1;PEQUEÑA;0;0;2021;Trim.1;44,8
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;feb-21;1,56;0;0;15;0;26;4;0;0;0;8;0;0;53;1;1;DEPENDIENTE;0;0;2021;Trim.1;34
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;feb-21;2,12;1;6;38;1;15;2;0;0;14;0;43;0;119;1;1;PEQUEÑA;0;0;2021;Trim.1;56,1
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;feb-21;2,12;1;2;134;0;25;5;0;0;15;6;25;0;212;1;1;PEQUEÑA;0;0;2021;Trim.1;100
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;feb-21;0,56;0;3;16;0;2;0;0;1;0;7;0;0;29;0;1;DEPENDIENTE;1;0;2021;Trim.1;51,8
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;feb-21;0,56;0;0;27;0;10;3;0;3;0;4;0;0;47;0;1;DEPENDIENTE;1;0;2021;Trim.1;83,9
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;feb-21;4,68;1;10;63;0;53;13;0;2;30;7;52;4;234;3;2;GRANDE;0;0;2021;Trim.1;50
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;feb-21;4,68;1;12;69;1;20;11;0;2;18;6;75;3;217;3;2;GRANDE;0;0;2021;Trim.1;46,4
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;feb-21;2,12;1;1;22;0;21;6;0;3;18;10;24;0;105;1;1;PEQUEÑA;0;0;2021;Trim.1;49,5
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;feb-21;2,12;1;9;45;0;45;4;0;0;34;5;39;0;181;1;1;MEDIANA;0;0;2021;Trim.1;85,4
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;feb-21;2,12;1;9;25;0;24;3;1;3;14;9;25;0;113;1;1;PEQUEÑA;1;0;2021;Trim.1;53,3
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;feb-21;3,68;1;1;41;1;56;4;1;5;35;8;55;1;208;2;2;MEDIANA;0;0;2021;Trim.1;56,5
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;feb-21;3,12;1;2;23;0;33;8;0;2;26;4;45;1;144;2;1;MEDIANA;0;0;2021;Trim.1;46,2
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;feb-21;4,68;1;1;83;0;82;14;0;0;51;14;104;2;351;3;2;MUY GRANDE;0;0;2021;Trim.1;75
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;feb-21;2,12;1;5;40;0;54;3;0;0;43;4;11;0;160;1;1;PEQUEÑA;0;0;2021;Trim.1;75,5
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;feb-21;3,68;1;19;62;0;35;7;0;0;27;31;78;0;259;2;2;MEDIANA;0;1;2021;Trim.1;70,4
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;feb-21;2,12;1;2;38;0;34;9;0;1;30;3;34;0;151;1;1;PEQUEÑA;0;0;2021;Trim.1;71,2
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;feb-21;3,68;1;4;62;1;28;7;1;2;17;6;52;1;181;2;2;MEDIANA;0;1;2021;Trim.1;49,2
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;feb-21;2,12;1;0;37;0;43;10;0;1;25;8;19;0;143;1;1;PEQUEÑA;1;0;2021;Trim.1;67,5
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;feb-21;6,24;1;0;66;0;47;6;0;0;27;33;57;0;236;4;3;MUY GRANDE;0;0;2021;Trim.1;37,8
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;feb-21;2,12;1;7;41;0;16;5;0;1;17;3;34;0;124;1;1;PEQUEÑA;0;0;2021;Trim.1;58,5
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;feb-21;3,68;1;10;25;0;94;13;0;0;68;28;108;0;346;2;2;GRANDE;1;0;2021;Trim.1;94
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;feb-21;6,24;1;13;83;0;70;18;4;0;54;34;82;1;359;4;3;MUY GRANDE;1;0;2021;Trim.1;57,5
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;feb-21;2,12;1;5;8;0;7;5;1;0;5;3;45;0;79;1;1;PEQUEÑA;0;0;2021;Trim.1;37,3
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;feb-21;2,12;1;2;58;0;24;7;0;0;18;19;44;1;173;1;1;PEQUEÑA;0;0;2021;Trim.1;81,6
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;feb-21;2,12;1;5;28;4;13;6;0;0;10;10;28;1;105;1;1;PEQUEÑA;1;1;2021;Trim.1;49,5
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;feb-21;5,24;1;12;82;0;67;16;0;0;43;15;71;0;306;3;3;MUY GRANDE;0;0;2021;Trim.1;58,4
SURORIENTE;ORIENTAL;610;ARAUCA;feb-21;4,68;1;2;152;0;57;12;0;0;49;4;53;1;330;3;2;GRANDE;0;0;2021;Trim.1;70,5
SURORIENTE;ORIENTAL;490;BARBOSA;feb-21;2,68;1;5;22;1;28;5;1;1;16;13;24;0;116;1;2;PEQUEÑA;0;0;2021;Trim.1;43,3
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;feb-21;4,68;1;2;94;2;93;13;2;0;62;7;81;1;357;3;2;GRANDE;0;0;2021;Trim.1;76,3
SURORIENTE;ORIENTAL;480;BUCARAMANGA;feb-21;9,8;1;26;158;1;133;30;2;4;91;41;137;1;624;7;4;MUY GRANDE;1;0;2021;Trim.1;63,7
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;feb-21;4,68;1;11;76;1;58;19;1;1;40;17;48;2;274;3;2;GRANDE;1;0;2021;Trim.1;58,5
SURORIENTE;ORIENTAL;450;CUCUTA;feb-21;7,24;1;0;158;0;101;14;0;0;64;16;155;0;508;5;3;MUY GRANDE;1;0;2021;Trim.1;70,2
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;feb-21;3,12;1;1;56;0;73;5;2;0;44;20;32;0;233;2;1;MEDIANA;1;0;2021;Trim.1;74,7
SURORIENTE;ORIENTAL;481;GIRON;feb-21;3,24;1;5;69;0;49;12;0;5;36;13;38;1;228;1;3;GRANDE;1;0;2021;Trim.1;70,4
SURORIENTE;ORIENTAL;700;MALAGA;feb-21;3,12;1;3;39;1;49;7;1;1;32;18;38;0;189;2;1;MEDIANA;0;1;2021;Trim.1;60,6
SURORIENTE;ORIENTAL;720;PAMPLONA;feb-21;3,68;1;1;23;0;57;12;1;0;41;18;44;1;198;2;2;GRANDE;0;0;2021;Trim.1;53,8
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;feb-21;2,12;1;7;32;0;31;5;2;0;29;9;35;0;150;1;1;DEPENDIENTE;0;0;2021;Trim.1;70,8
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;feb-21;2,12;1;7;35;0;28;4;0;1;26;4;21;0;126;1;1;PEQUEÑA;0;0;2021;Trim.1;59,4
SURORIENTE;ORIENTAL;520;SAN GIL;feb-21;4,68;1;6;50;1;62;9;1;0;40;2;45;1;217;3;2;GRANDE;0;0;2021;Trim.1;46,4
SURORIENTE;ORIENTAL;492;SANTANA;feb-21;1;0;2;10;2;10;1;1;2;0;13;0;0;41;1;0;PEQUEÑA;1;0;2021;Trim.1;41
SURORIENTE;ORIENTAL;530;SOCORRO;feb-21;3,12;1;16;17;1;38;5;0;0;21;3;37;1;139;2;1;MEDIANA;0;0;2021;Trim.1;44,6
SURORIENTE;ORIENTAL;451;TONCHALA;feb-21;3,68;1;0;47;0;35;9;0;0;21;8;33;0;153;2;2;GRANDE;1;0;2021;Trim.1;41,6
SURORIENTE;ORIENTAL;540;VELEZ;feb-21;3,12;1;17;23;0;31;8;0;0;21;9;60;1;170;2;1;MEDIANA;0;1;2021;Trim.1;54,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;mar-21;2,12;1;2;51;0;23;8;2;0;11;6;31;0;134;1;1;PEQUEÑA;0;0;2021;Trim.1;63,2
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;mar-21;3,12;1;1;120;0;22;8;0;0;10;5;25;2;193;2;1;MEDIANA;0;0;2021;Trim.1;61,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;mar-21;8,24;1;10;120;0;74;29;3;0;51;23;76;4;390;6;3;MUY GRANDE;1;0;2021;Trim.1;47,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;mar-21;4,12;1;2;141;0;44;5;0;0;23;12;45;0;272;3;1;GRANDE;0;0;2021;Trim.1;66
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;mar-21;6,24;1;10;83;0;72;14;1;1;54;17;85;2;339;4;3;MUY GRANDE;1;0;2021;Trim.1;54,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;mar-21;6,24;1;7;66;0;80;20;0;12;56;15;61;4;321;4;3;MUY GRANDE;1;0;2021;Trim.1;51,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;mar-21;2,12;1;0;26;1;21;2;0;0;13;4;39;0;106;1;1;MEDIANA;1;0;2021;Trim.1;50
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;mar-21;3,12;1;0;36;0;28;11;3;1;21;11;34;4;149;2;1;MEDIANA;1;0;2021;Trim.1;47,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;mar-21;4,24;1;7;37;0;75;17;4;0;47;15;48;2;252;2;3;GRANDE;0;0;2021;Trim.1;59,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;mar-21;2,12;1;1;29;0;22;9;0;0;12;3;27;2;105;1;1;PEQUEÑA;0;0;2021;Trim.1;49,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;mar-21;2,12;1;7;21;1;13;1;0;0;11;2;25;1;82;1;1;PEQUEÑA;1;0;2021;Trim.1;38,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;mar-21;2,68;1;1;430;0;30;17;3;0;17;0;38;3;539;1;2;MEDIANA;0;0;2021;Trim.1;201,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;mar-21;3,68;1;10;55;0;49;10;5;0;23;32;26;9;219;2;2;GRANDE;1;1;2021;Trim.1;59,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;mar-21;2,12;1;0;29;1;8;8;1;32;5;9;15;6;114;1;1;PEQUEÑA;1;0;2021;Trim.1;53,8
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;mar-21;2,12;1;0;118;1;12;4;4;2;8;18;39;2;208;1;1;PEQUEÑA;0;0;2021;Trim.1;98,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);mar-21;3,68;1;1;114;0;60;9;2;1;36;33;40;7;303;2;2;MEDIANA;1;0;2021;Trim.1;82,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;mar-21;3,12;1;2;77;0;29;9;1;3;23;10;23;6;183;2;1;MEDIANA;1;0;2021;Trim.1;58,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;170;SIETE DE AGOSTO;mar-21;2,12;1;1;22;0;16;4;2;0;9;6;20;1;81;1;1;PEQUEÑA;1;0;2021;Trim.1;38,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;mar-21;3,12;1;1;55;0;27;6;1;1;10;9;18;4;132;2;1;PEQUEÑA;1;0;2021;Trim.1;42,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;mar-21;1,68;1;2;14;0;0;0;0;0;0;2;6;0;24;0;2;MEDIANA;1;0;2021;Trim.1;14,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;mar-21;3,12;1;7;52;0;27;13;1;0;21;7;24;3;155;2;1;MEDIANA;1;0;2021;Trim.1;49,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;160;GALERIAS;mar-21;3,68;1;8;56;0;32;5;2;0;18;16;40;1;178;2;2;MEDIANA;1;0;2021;Trim.1;48,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;326;UNICENTRO CENTRO COMERCIAL;mar-21;4,12;1;12;20;0;37;15;1;1;21;12;31;7;157;3;1;GRANDE;1;1;2021;Trim.1;38,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;379;Centro suba;mar-21;1,12;0;2;48;0;9;12;0;0;8;0;18;3;100;0;2;PEQUEÑA;0;1;2021;Trim.1;89,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;mar-21;3,68;1;7;64;0;41;8;3;1;22;22;62;1;231;2;2;GRANDE;1;0;2021;Trim.1;62,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;mar-21;3,12;1;7;111;3;52;12;1;0;35;29;38;19;307;2;1;MEDIANA;1;1;2021;Trim.1;98,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;mar-21;3,12;1;19;30;0;19;6;0;0;11;13;38;2;138;2;1;PEQUEÑA;0;0;2021;Trim.1;44,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;mar-21;7,24;1;16;68;5;64;10;3;0;45;9;77;2;299;4;3;MUY GRANDE;1;0;2021;Trim.1;41,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;mar-21;2,12;1;0;14;0;23;1;0;1;15;4;24;2;84;1;1;PEQUEÑA;0;0;2021;Trim.1;39,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;mar-21;3,12;1;0;27;0;27;6;1;0;13;2;33;1;110;2;1;PEQUEÑA;0;0;2021;Trim.1;35,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;mar-21;3,68;1;18;92;0;40;12;1;0;30;7;70;3;273;2;2;GRANDE;0;0;2021;Trim.1;74,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;mar-21;3,68;1;8;78;0;54;8;1;2;44;25;44;2;266;2;2;GRANDE;0;0;2021;Trim.1;72,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;mar-21;2,12;1;11;88;0;38;4;0;0;23;26;50;7;247;2;1;PEQUEÑA;1;1;2021;Trim.1;116,5
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;mar-21;3,12;1;11;54;0;30;11;0;35;19;4;65;6;235;2;1;PEQUEÑA;1;0;2021;Trim.1;75,3
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;324;EL EDÉN;mar-21;2,12;1;0;32;0;13;7;1;0;11;8;21;5;98;1;1;PEQUEÑA;1;1;2021;Trim.1;46,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;403;Unicentro Occidente;mar-21;1,12;0;5;40;0;15;5;1;0;10;0;18;3;97;0;2;PEQUEÑA;0;1;2021;Trim.1;86,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;mar-21;3,68;1;3;106;0;45;15;0;0;33;23;85;1;311;2;2;MEDIANA;1;1;2021;Trim.1;84,5
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;mar-21;2,12;1;7;84;0;24;5;0;0;16;6;40;1;183;1;1;PEQUEÑA;1;0;2021;Trim.1;86,3
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;mar-21;2,12;1;14;98;0;37;7;1;0;21;14;39;3;234;1;1;PEQUEÑA;1;1;2021;Trim.1;110,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;mar-21;2,12;1;0;67;2;12;10;1;0;7;3;25;1;128;1;1;PEQUEÑA;1;0;2021;Trim.1;60,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;mar-21;2,12;1;1;72;0;19;1;2;0;14;4;28;2;143;1;1;PEQUEÑA;0;0;2021;Trim.1;67,5
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;mar-21;3,68;1;2;143;0;56;18;0;0;44;32;83;11;389;2;2;MEDIANA;1;1;2021;Trim.1;105,7
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;mar-21;2,12;1;5;61;0;29;8;1;9;17;5;25;2;162;1;1;PEQUEÑA;1;0;2021;Trim.1;76,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;mar-21;2,12;1;7;62;2;19;14;1;0;13;12;26;1;157;1;1;PEQUEÑA;1;0;2021;Trim.1;74,1
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;mar-21;7,24;1;24;173;0;109;24;1;1;62;28;86;5;513;5;3;MUY GRANDE;1;1;2021;Trim.1;70,9
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;mar-21;3,12;1;7;62;1;32;7;2;0;20;10;39;2;182;2;1;GRANDE;1;0;2021;Trim.1;58,3
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;mar-21;2,12;1;3;75;0;33;6;1;0;27;14;40;5;204;1;1;PEQUEÑA;0;1;2021;Trim.1;96,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;mar-21;2,68;1;16;115;0;55;9;1;0;55;9;49;2;311;1;2;MEDIANA;1;0;2021;Trim.1;116
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;mar-21;2,12;1;2;47;0;17;9;1;0;8;16;24;2;126;1;1;PEQUEÑA;1;0;2021;Trim.1;59,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;mar-21;5,68;1;2;56;0;84;5;1;0;56;13;52;2;271;4;2;MEDIANA;1;0;2021;Trim.1;47,7
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;mar-21;2,68;1;2;32;0;59;9;1;0;42;6;36;2;189;1;2;PEQUEÑA;1;1;2021;Trim.1;70,5
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;mar-21;3,12;1;0;16;0;11;4;0;0;12;3;5;0;51;2;1;PEQUEÑA;0;0;2021;Trim.1;16,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;mar-21;3,12;1;0;36;0;19;7;0;0;13;7;31;0;113;2;1;MEDIANA;0;0;2021;Trim.1;36,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;mar-21;3,12;1;2;24;1;63;4;0;0;31;6;36;3;170;2;1;MEDIANA;1;0;2021;Trim.1;54,5
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;mar-21;3,68;1;1;46;0;77;13;0;0;45;10;49;3;244;2;2;GRANDE;0;0;2021;Trim.1;66,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;mar-21;7,24;1;0;193;1;83;13;0;0;61;19;224;0;594;5;3;GRANDE;0;0;2021;Trim.1;82
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;mar-21;3,12;1;1;22;1;38;6;1;1;27;7;32;0;136;2;1;MEDIANA;0;0;2021;Trim.1;43,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;mar-21;2,12;1;0;23;0;32;4;0;0;19;3;11;1;93;1;1;PEQUEÑA;0;0;2021;Trim.1;43,9
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;mar-21;2,12;1;0;35;0;32;10;0;0;20;8;17;4;126;1;1;PEQUEÑA;1;0;2021;Trim.1;59,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;mar-21;2,12;1;0;20;0;15;3;0;0;10;5;19,5;0;72,5;1;1;PEQUEÑA;0;1;2021;Trim.1;34,2
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;mar-21;3,12;1;4;25;0;54;12;0;1;36;15;50;2;199;2;1;PEQUEÑA;1;1;2021;Trim.1;63,8
