REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;abr-18;2,5;1;2;20;;3;1;;6;3;9;15;;59;1;1;PEQUEÑA;0;0;2018;Trim.2;23,6
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;abr-18;2,5;1;1;10;;10;1;;2;5;16;9;;54;1;1;PEQUEÑA;1;0;2018;Trim.2;21,6
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;abr-18;2,5;1;4;21;;17;2;;1;10;12;10;;77;1;1;PEQUEÑA;0;0;2018;Trim.2;30,8
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;abr-18;5,5;1;1;51;;87;5;8;1;49;12;149;;363;3;2;GRANDE;1;0;2018;Trim.2;66
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;abr-18;7,5;1;68;140;;71;10;1;1;37;10;37;;375;4;3;GRANDE;0;1;2018;Trim.2;50
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;abr-18;2,5;1;26;24;;12;4;;7;7;11;17;;108;1;1;PEQUEÑA;1;1;2018;Trim.2;43,2
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;abr-18;3,5;1;;35;;40;6;1;2;6;22;14;;126;2;1;MEDIANA;1;0;2018;Trim.2;36
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;abr-18;2,5;1;4;40;;27;4;;1;18;3;8;;105;1;1;PEQUEÑA;0;1;2018;Trim.2;42
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;abr-18;3,5;1;2;61;1;42;4;2;;23;12;36;;183;2;1;MEDIANA;0;0;2018;Trim.2;52,3
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;abr-18;2,5;1;5;13;;19;4;;;15;3;18;1;78;1;1;PEQUEÑA;0;0;2018;Trim.2;31,2
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;abr-18;2;0;9;36;;15;2;;;;8;;1;71;1;1;DEPENDIENTE;1;0;2018;Trim.2;35,5
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;abr-18;2,5;1;27;48;;14;4;1;;11;1;9;;115;1;1;PEQUEÑA;0;0;2018;Trim.2;46
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;abr-18;2,5;1;4;59;;22;3;;1;3;2;30;;124;1;1;MEDIANA;1;0;2018;Trim.2;49,6
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;abr-18;2,5;1;;32;1;27;3;;;10;12;16;;101;1;1;PEQUEÑA;0;0;2018;Trim.2;40,4
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;abr-18;1;0;4;7;;3;;;3;;13;;;30;0;1;PEQUEÑA;0;0;2018;Trim.2;30
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;abr-18;1;0;10;4;1;3;1;;10;;6;;;35;0;1;DEPENDIENTE;0;0;2018;Trim.2;35
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;abr-18;2,5;1;4;16;;14;9;;9;7;10;16;;85;1;1;PEQUEÑA;0;0;2018;Trim.2;34
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;abr-18;5,5;1;3;53;2;74;7;;1;27;8;42;1;218;3;2;GRANDE;0;0;2018;Trim.2;39,6
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;abr-18;4,5;1;21;60;1;46;3;1;5;17;7;29;;190;2;2;MEDIANA;0;0;2018;Trim.2;42,2
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;abr-18;3,5;1;;39;1;30;2;;1;18;2;30;;123;2;1;MEDIANA;0;0;2018;Trim.2;35,1
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;abr-18;4,5;1;19;92;;75;38;3;;40;13;28;;308;2;2;GRANDE;0;0;2018;Trim.2;68,4
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;abr-18;2,5;1;1;22;;19;5;;1;4;1;29;;82;1;1;MEDIANA;1;0;2018;Trim.2;32,8
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;abr-18;4,5;1;16;57;1;26;7;;7;16;17;50;;197;2;2;MEDIANA;0;1;2018;Trim.2;43,8
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;abr-18;2,5;1;1;84;;35;;;;16;8;24;;168;1;1;PEQUEÑA;0;0;2018;Trim.2;67,2
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;abr-18;5,5;1;15;35;;47;14;;2;36;11;45;1;206;3;2;MEDIANA;1;1;2018;Trim.2;37,5
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;abr-18;2,5;1;2;14;;17;;;2;4;9;2;;50;1;1;PEQUEÑA;0;0;2018;Trim.2;20
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;abr-18;7,5;1;1;95;;101;16;1;1;26;24;179;1;445;4;3;MUY GRANDE;1;0;2018;Trim.2;59,3
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;abr-18;5,5;1;4;27;1;39;19;;4;24;12;40;1;171;3;2;GRANDE;0;0;2018;Trim.2;31,1
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;abr-18;2,5;1;8;26;2;14;6;;1;15;7;11;;90;1;1;PEQUEÑA;0;0;2018;Trim.2;36
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;abr-18;4,5;1;79;77;;81;15;;2;38;26;52;;370;2;2;GRANDE;0;0;2018;Trim.2;82,2
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;abr-18;7,5;1;40;130;;84;32;1;2;47;28;25;;389;4;3;MUY GRANDE;1;0;2018;Trim.2;51,9
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;abr-18;2,5;1;9;10;;23;8;;2;7;7;19;;85;1;1;PEQUEÑA;0;0;2018;Trim.2;34
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;abr-18;2,5;1;7;72;;29;5;;1;15;15;24;1;169;1;1;PEQUEÑA;1;0;2018;Trim.2;67,6
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;abr-18;2,5;1;2;19;;17;6;1;1;8;13;11;;78;1;1;PEQUEÑA;1;1;2018;Trim.2;31,2
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;abr-18;6,5;1;3;137;;90;10;1;1;77;7;29;;355;3;3;MUY GRANDE;0;0;2018;Trim.2;54,6
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;abr-18;8,5;1;11;63;;123;10;2;;62;22;44;;337;5;3;MUY GRANDE;0;0;2018;Trim.2;39,6
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;abr-18;5,5;1;;40;;57;11;2;;40;14;34;;198;3;2;GRANDE;0;0;2018;Trim.2;36
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;abr-18;4,5;1;21;57;;71;10;;1;39;14;56;1;270;2;2;GRANDE;0;0;2018;Trim.2;60
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;abr-18;4,5;1;2;54;1;74;8;1;;47;20;19;;226;2;2;GRANDE;0;0;2018;Trim.2;50,2
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;abr-18;3,5;1;8;34;;37;4;3;;11;6;11;;114;2;1;PEQUEÑA;1;1;2018;Trim.2;32,6
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;abr-18;11;2;;167;;93;9;2;;36;15;100;;422;5;5;MUY GRANDE;0;0;2018;Trim.2;38,4
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;abr-18;3,5;1;;84;;44;10;;;28;4;46;;216;2;1;PEQUEÑA;0;0;2018;Trim.2;61,7
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;abr-18;6,5;1;85;86;;143;7;1;2;77;18;68;;487;4;2;GRANDE;0;0;2018;Trim.2;74,9
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;abr-18;6,5;1;1;137;;70;9;1;3;16;8;16;;261;3;3;MUY GRANDE;0;0;2018;Trim.2;40,2
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;abr-18;6,5;1;3;195;;74;15;;;42;20;53;;402;3;3;MUY GRANDE;1;0;2018;Trim.2;61,8
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;abr-18;9,5;1;26;138;;145;13;5;1;49;26;57;1;461;5;4;GRANDE;1;0;2018;Trim.2;48,5
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;abr-18;4,5;1;3;105;2;49;5;;2;29;14;59;;268;2;2;MEDIANA;0;0;2018;Trim.2;59,6
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;abr-18;1;0;;25;;11;3;;;;1;;;40;1;0;DEPENDIENTE;1;0;2018;Trim.2;40
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;abr-18;2,5;1;2;9;;8;;;;;5;;;24;1;1;DEPENDIENTE;0;1;2018;Trim.2;9,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;may-18;2,5;1;3;22;;39;7;2;3;12;10;17;;115;1;1;PEQUEÑA;0;0;2018;Trim.2;46
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;may-18;4,5;1;;107;;50;2;;1;29;6;39;;234;2;2;GRANDE;1;0;2018;Trim.2;52
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;may-18;2,5;1;6;23;;12;3;1;;8;3;4;;60;1;1;PEQUEÑA;1;0;2018;Trim.2;24
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;BOGOTA;may-18;4,5;1;15;72;;26;16;3;3;17;7;32;;191;2;2;MUY GRANDE;1;0;2018;Trim.2;42,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;may-18;9,5;1;38;130;;119;20;1;1;41;5;29;1;385;6;3;MUY GRANDE;1;0;2018;Trim.2;40,5
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;CENTRO ADMINISTRATIVO DISTRITAL;may-18;2,5;1;5;15;;11;7;;;9;2;36;;85;1;1;PEQUEÑA;1;0;2018;Trim.2;34
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;may-18;3,5;1;2;17;;20;16;3;;8;10;8;1;85;2;1;MEDIANA;1;0;2018;Trim.2;24,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;PALOQUEMAO;may-18;2,5;1;;24;;13;5;2;3;6;;21;;74;1;1;PEQUEÑA;1;0;2018;Trim.2;29,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;may-18;7,5;1;12;110;;44;21;2;9;17;9;24;1;249;4;3;MUY GRANDE;1;0;2018;Trim.2;33,2
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;SAN AGUSTIN;may-18;3,5;1;9;37;;30;16;4;;7;;8;;111;2;1;MEDIANA;1;0;2018;Trim.2;31,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;may-18;7,5;1;15;55;;58;10;;10;28;8;42;1;227;4;3;MUY GRANDE;1;0;2018;Trim.2;30,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;may-18;2,5;1;17;12;2;12;8;;1;8;2;11;1;74;1;1;PEQUEÑA;1;0;2018;Trim.2;29,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;may-18;2,5;1;7;28;;16;3;1;;5;7;8;1;76;1;1;PEQUEÑA;1;0;2018;Trim.2;30,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;may-18;2,5;1;;50;;5;8;;;3;;11;;77;1;1;PEQUEÑA;0;0;2018;Trim.2;30,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;may-18;4,5;1;8;63;1;17;7;1;7;8;8;15;;135;2;2;GRANDE;1;0;2018;Trim.2;30
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;CALLE 64;may-18;2;0;2;;;7;1;1;;;;;;11;1;1;PEQUEÑA;1;0;2018;Trim.2;5,5
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;may-18;2,5;1;13;364;;20;11;5;;15;;93;;521;1;1;MEDIANA;0;0;2018;Trim.2;208,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;may-18;3,5;1;1;82;;66;12;;;36;6;19;;222;2;1;GRANDE;1;1;2018;Trim.2;63,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;CHAPINERO;may-18;6,5;1;7;109;;40;4;;1;15;5;12;;193;3;3;PEQUEÑA;1;0;2018;Trim.2;29,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;may-18;3,5;1;;21;;13;6;1;37;7;4;5;;94;1;2;PEQUEÑA;1;0;2018;Trim.2;26,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;may-18;2,5;1;10;22;;16;4;2;3;11;4;18;;90;1;1;MEDIANA;0;0;2018;Trim.2;36
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;may-18;4,5;1;8;56;;46;2;2;3;17;3;2;;139;2;2;GRANDE;1;0;2018;Trim.2;30,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);may-18;3,5;1;5;119;1;46;5;1;1;12;11;10;;211;2;1;MEDIANA;1;0;2018;Trim.2;60,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;may-18;3,5;1;2;166;1;27;6;;6;12;2;27;;249;2;1;MEDIANA;0;0;2018;Trim.2;71,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;170;SIETE DE AGOSTO;may-18;2,5;1;3;11;;19;3;3;;11;2;15;;67;1;1;PEQUEÑA;0;0;2018;Trim.2;26,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;may-18;3,5;1;8;74;2;44;4;2;1;15;11;16;3;180;2;1;MEDIANA;1;1;2018;Trim.2;51,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;may-18;3,5;1;5;49;;25;5;;2;5;2;16;;109;1;2;PEQUEÑA;0;0;2018;Trim.2;31,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;may-18;4,5;1;3;29;;32;12;2;;18;1;8;;105;2;2;GRANDE;0;0;2018;Trim.2;23,3
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;may-18;3,5;1;3;21;2;24;8;1;;18;3;15;;95;2;1;MEDIANA;0;0;2018;Trim.2;27,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;ALAMOS INDUSTRIAL;may-18;3,5;1;2;42;;41;7;;1;19;4;16;1;133;2;1;PEQUEÑA;1;0;2018;Trim.2;38
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;may-18;3,5;1;5;28;;19;2;1;;8;2;15;1;81;2;1;MEDIANA;1;0;2018;Trim.2;23,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;may-18;8,5;1;11;128;;84;27;8;1;25;5;37;;326;5;3;MUY GRANDE;0;0;2018;Trim.2;38,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;may-18;2,5;1;;33;1;32;5;1;;9;1;15;;97;1;1;MEDIANA;0;0;2018;Trim.2;38,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;may-18;3,5;1;2;15;;24;3;5;;9;1;21;;80;2;1;PEQUEÑA;1;0;2018;Trim.2;22,9
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;may-18;4,5;1;2;40;1;26;15;;1;12;3;25;2;127;2;2;MEDIANA;1;0;2018;Trim.2;28,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;may-18;4,5;1;5;44;;45;8;1;6;11;9;18;;147;2;2;MEDIANA;0;0;2018;Trim.2;32,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;160;GALERIAS;may-18;4,5;1;10;41;1;35;6;3;2;18;10;17;;143;2;2;GRANDE;1;0;2018;Trim.2;31,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;may-18;2,5;1;5;37;;33;3;;;12;9;6;2;107;1;1;Pequeña;0;1;2018;Trim.2;42,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;MARLY;may-18;2,5;1;;15;;16;4;2;;6;2;19;1;65;1;1;PEQUEÑA;1;0;2018;Trim.2;26
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;may-18;3,5;1;1;28;;23;;3;42;10;4;29;1;141;2;1;PEQUEÑA;1;0;2018;Trim.2;40,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;may-18;2,5;1;3;23;;7;5;;;;4;9;;51;1;1;PEQUEÑA;1;0;2018;Trim.2;20,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;may-18;2,5;1;6;24;;14;6;3;;8;3;18;1;83;1;1;PEQUEÑA;0;0;2018;Trim.2;33,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;may-18;2,5;1;21;25;;10;1;1;;8;2;21;;89;1;1;PEQUEÑA;0;0;2018;Trim.2;35,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;may-18;2,5;1;1;38;;36;4;;;14;7;21;;121;1;1;PEQUEÑA;0;1;2018;Trim.2;48,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;may-18;2,5;1;5;27;;19;9;;1;11;5;15;;92;1;1;PEQUEÑA;0;0;2018;Trim.2;36,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;may-18;2,5;1;;44;;22;7;;1;16;4;9;;103;1;1;PEQUEÑA;1;0;2018;Trim.2;41,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;may-18;4,5;1;2;141;;65;8;5;1;25;6;40;1;294;2;2;Mediana;0;1;2018;Trim.2;65,3
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;may-18;2,5;1;;29;;21;5;;5;6;6;16;1;89;1;1;PEQUEÑA;1;0;2018;Trim.2;35,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;may-18;2,5;1;;45;;23;9;;1;12;4;12;1;107;1;1;PEQUEÑA;1;0;2018;Trim.2;42,8
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;may-18;1;0;;;;15;2;;;;;;;17;1;0;DEPENDIENTE;0;0;2018;Trim.2;17
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;may-18;8,5;1;1;322;;110;13;;3;51;10;56;1;567;5;3;MUY GRANDE;1;1;2018;Trim.2;66,7
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;may-18;4,5;1;;106;;50;6;;;24;10;36;;232;2;2;GRANDE;1;0;2018;Trim.2;51,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;may-18;2,5;1;7;;;27;4;2;;;8;;;48;1;1;DEPENDIENTE;0;1;2018;Trim.2;19,2
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;may-18;2,5;1;;48;;22;2;1;;18;9;31;;131;1;1;PEQUEÑA;0;0;2018;Trim.2;52,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;may-18;2,5;1;;34;;43;6;2;;19;6;18;;128;1;1;PEQUEÑA;1;0;2018;Trim.2;51,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;may-18;2,5;1;;50;;21;5;;;14;12;20;;122;1;1;PEQUEÑA;0;0;2018;Trim.2;48,8
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;may-18;5,5;1;2;80;;105;6;4;;37;13;43;;290;3;2;GRANDE;1;0;2018;Trim.2;52,7
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;may-18;3,5;1;;36;2;46;13;4;;26;10;17;;154;1;2;PEQUEÑA;1;1;2018;Trim.2;44
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;may-18;3;0;8;38;;21;;;;19;3;63;;152;2;1;Pequeña;1;0;2018;Trim.2;50,7
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;may-18;3,5;1;3;17;;30;;;;18;11;16;;95;2;1;PEQUEÑA;1;0;2018;Trim.2;27,1
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;may-18;3,5;1;1;44;;38;3;2;;10;11;18;;127;2;1;MEDIANA;0;0;2018;Trim.2;36,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;may-18;4,5;1;4;393;1;65;3;;;34;10;35;;545;2;2;GRANDE;0;0;2018;Trim.2;121,1
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;may-18;2,5;1;1;14;;14;6;1;;6;3;2;;47;1;1;PEQUEÑA;1;0;2018;Trim.2;18,8
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;may-18;9,5;1;8;159;3;90;3;;1;33;8;56;;361;6;3;GRANDE;0;0;2018;Trim.2;38
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;may-18;3,5;1;;23;;29;1;;;20;4;25;;102;2;1;MEDIANA;0;0;2018;Trim.2;29,1
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;may-18;2,5;1;1;26;1;17;7;1;;5;4;12;1;75;1;1;PEQUEÑA;0;0;2018;Trim.2;30
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;may-18;2,5;1;;19;;27;7;2;;16;6;12;4;93;1;1;PEQUEÑA;0;0;2018;Trim.2;37,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;may-18;2,5;1;3;26;1;24;4;2;;12;7;8;;87;1;1;PEQUEÑA;0;1;2018;Trim.2;34,8
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;may-18;3,5;1;1;34;;57;17;;;43;10;47;1;210;2;1;PEQUEÑA;0;1;2018;Trim.2;60
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;may-18;2,5;1;2;40;;26;5;;;17;6;18;;114;1;1;PEQUEÑA;0;1;2018;Trim.2;45,6
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;may-18;9,5;1;5;661;1;111;21;1;7;66;26;51;2;952;5;4;MUY GRANDE;1;0;2018;Trim.2;100,2
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;may-18;6,5;1;;99;1;55;10;;9;24;9;92;;299;3;3;GRANDE;1;0;2018;Trim.2;46
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;may-18;2,5;1;;36;;29;2;2;;17;6;27;;119;1;1;PEQUEÑA;1;0;2018;Trim.2;47,6
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;may-18;5,5;1;;60;1;60;13;2;11;30;3;38;;218;3;2;GRANDE;0;0;2018;Trim.2;39,6
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;may-18;2,5;1;4;68;;19;4;1;;18;1;32;;147;1;1;PEQUEÑA;0;0;2018;Trim.2;58,8
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;may-18;2,5;1;6;64;1;27;5;;;21;5;18;;147;1;1;MEDIANA;0;1;2018;Trim.2;58,8
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;may-18;2,5;1;2;171;1;26;2;;;11;2;22;;237;1;1;PEQUEÑA;1;0;2018;Trim.2;94,8
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;may-18;5,5;1;;72;;33;;;;19;2;3;;129;2;3;GRANDE;0;1;2018;Trim.2;23,5
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;may-18;8,5;1;1;109;;124;17;;;44;14;63;;372;5;3;MUY GRANDE;0;0;2018;Trim.2;43,8
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;may-18;3,5;1;;54;;35;9;;;23;10;40;;171;2;1;MEDIANA;0;0;2018;Trim.2;48,9
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;may-18;7,5;1;11;275;;63;13;3;;46;10;58;;479;4;3;MUY GRANDE;1;0;2018;Trim.2;63,9
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;may-18;2,5;1;2;30;;32;8;;3;27;3;52;;157;1;1;PEQUEÑA;1;0;2018;Trim.2;62,8
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;may-18;1;0;5;;;17;11;;;;;;;33;1;0;DEPENDIENTE;0;0;2018;Trim.2;33
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;may-18;8,5;1;4;234;1;97;11;1;6;85;16;90;2;547;5;3;MUY GRANDE;0;0;2018;Trim.2;64,4
NOROCCIDENTE;CARIBE SUR;305;MAMONAL;may-18;2,5;1;10;19;;14;5;;;8;;2;;58;1;1;MEDIANA;0;0;2018;Trim.2;23,2
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;may-18;2,5;1;3;18;;22;;;1;18;3;19;;84;1;1;MEDIANA;0;0;2018;Trim.2;33,6
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;may-18;9,5;1;22;128;;151;20;1;;94;22;143;;581;6;3;MUY GRANDE;0;0;2018;Trim.2;61,2
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;may-18;2;0;8;;;12;7;2;;;3;;;32;1;1;DEPENDIENTE;1;1;2018;Trim.2;16
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;may-18;5,5;1;10;65;1;43;8;;1;21;1;50;;200;3;2;GRANDE;0;0;2018;Trim.2;36,4
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;may-18;2,5;1;4;72;;39;5;1;;18;4;28;;171;1;1;MEDIANA;0;0;2018;Trim.2;68,4
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;may-18;4,5;1;4;12;;51;;;4;10;3;2;1;87;2;2;GRANDE;0;0;2018;Trim.2;19,3
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;may-18;2,5;1;12;;;16;3;;;;1;;;32;1;1;Pequeña;0;1;2018;Trim.2;12,8
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;may-18;7,5;1;9;566;;85;;2;;40;15;56;1;774;4;3;MUY GRANDE;0;0;2018;Trim.2;103,2
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;may-18;6,5;1;50;56;;43;6;1;;31;8;62;;257;4;2;Grande;1;0;2018;Trim.2;39,5
