REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Planta finalta;Planta de Gerente oficial;P.A.P;Cuenta de ahorros ;Cuenta corriente;Libranza ;Tarjeta de crédito ;Crédito hipotecario;Crédito de consumo o comercial ;Banca seguros ;CDT;Cuenta protegida;Libre destino;Total productos;Asesor 2;Asesor 1;Productividad
SURORIENTE;ORIENTAL;481;GIRON;1/04/2019;2,68;1;7;53;1;50;14;5;1;24;9;27;4;195;1;2;72,76119403
SURORIENTE;ORIENTAL;700;MALAGA;1/04/2019;3,12;1;4;29;;60;8;1;2;31;17;22;1;175;2;1;56,08974359
SURORIENTE;ORIENTAL;720;PAMPLONA;1/04/2019;3,68;1;6;33;;54;9;;1;31;10;59;;203;2;2;55,16304348
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;1/04/2019;2,12;1;14;9;1;22;5;1;1;20;5;17;;95;1;1;44,81132075
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;1/04/2019;2,12;1;14;43;1;26;11;10;;18;3;24;1;151;1;1;71,22641509
SURORIENTE;ORIENTAL;520;SAN GIL;1/04/2019;4,68;1;13;27;1;77;5;4;;43;5;33;;208;3;2;44,44444444
SURORIENTE;ORIENTAL;492;SANTANA;1/04/2019;1,56;0;4;59;;6;2;;4;;2;;1;78;1;1;50
SURORIENTE;ORIENTAL;530;SOCORRO;1/04/2019;3,68;1;4;20;1;29;9;;;13;;30;;106;2;2;28,80434783
SURORIENTE;ORIENTAL;451;TONCHALA;1/04/2019;3,68;1;2;41;;32;3;;;20;6;25;;129;2;2;35,05434783
SURORIENTE;ORIENTAL;540;VELEZ;1/04/2019;3,12;1;4;185;1;22;5;;2;11;6;30;;266;2;1;85,25641026
OCCIDENTE;CALI;605;ALAMEDA;1/04/2019;2,12;1;3;21;;27;9;;;13;10;20;;103;1;1;48,58490566
OCCIDENTE;CALI;560;CALI;1/04/2019;8,8;1;72;268;1;123;22;4;40;94;24;243;;891;6;4;101,25
OCCIDENTE;CALI;574;CHIPICHAPE;1/04/2019;4,68;1;22;96;1;59;22;1;1;39;11;99;;351;3;2;75
OCCIDENTE;CALI;577;CIUDAD JARDIN;1/04/2019;2,12;1;1;26;1;16;14;1;;10;6;19;1;95;1;1;44,81132075
OCCIDENTE;CALI;582;COSMOCENTRO;1/04/2019;4,68;1;1;27;;46;13;2;;23;24;43;1;180;3;2;38,46153846
OCCIDENTE;CALI;564;EL GUABITO;1/04/2019;4,68;1;11;71;;66;25;1;;37;14;34;;259;3;2;55,34188034
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;1/04/2019;3,12;1;3;44;;56;8;4;;43;16;30;;204;2;1;65,38461538
OCCIDENTE;CALI;604;IMBANACO;1/04/2019;2,12;1;21;34;;24;22;1;;11;6;32;;151;1;1;71,22641509
OCCIDENTE;CALI;567;LA MERCED;1/04/2019;2,12;1;;29;1;4;7;1;;4;4;9;;59;1;1;27,83018868
OCCIDENTE;CALI;578;PREMIER El LIMONAR;1/04/2019;3,12;1;2;39;;34;12;5;;27;15;31;;165;2;1;52,88461538
OCCIDENTE;CALI;565;SAN FERNANDO;1/04/2019;3,68;1;12;49;;29;20;3;;22;47;32;;214;2;2;58,15217391
OCCIDENTE;CALI;607;SAN NICOLAS;1/04/2019;2,12;1;2;38;;31;7;;1;16;4;18;;117;1;1;55,18867925
OCCIDENTE;CALI;586;TERCERA BRIGADA;1/04/2019;3,12;1;4;54;;19;19;2;;15;14;64;;191;2;1;61,21794872
OCCIDENTE;CALI;585;UNICENTRO - CALI;1/04/2019;5,68;1;11;55;;66;28;5;;53;33;40;1;292;4;2;51,4084507
OCCIDENTE;CALI;576;VILLA COLOMBIA;1/04/2019;2,12;1;8;34;;42;9;;;24;10;17;;144;1;1;67,9245283
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;1/04/2019;4,68;1;24;66;;60;1;2;2;29;10;68;;262;3;2;55,98290598
OCCIDENTE;CENTRAL;362;EL ESPINAL;1/04/2019;3,68;1;7;66;;64;10;1;7;28;7;54;1;245;2;2;66,57608696
OCCIDENTE;CENTRAL;624;EL JORDAN;1/04/2019;2,12;1;;36;;43;5;5;;13;17;23;;142;1;1;66,98113208
OCCIDENTE;CENTRAL;388;GARZON;1/04/2019;2,12;1;7;25;;28;6;1;;13;7;23;;110;1;1;51,88679245
OCCIDENTE;CENTRAL;360;GIRARDOT;1/04/2019;4,12;1;23;82;;94;10;;6;42;14;38;2;311;3;1;75,48543689
OCCIDENTE;CENTRAL;391;HONDA;1/04/2019;3,12;1;7;21;;36;9;1;2;22;9;12;2;121;2;1;38,78205128
OCCIDENTE;CENTRAL;550;IBAGUE;1/04/2019;7,24;1;32;63;;70;13;5;2;47;19;87;1;339;5;3;46,82320442
OCCIDENTE;CENTRAL;392;LA DORADA;1/04/2019;2,68;1;17;27;;31;8;1;1;23;8;26;1;143;1;2;53,35820896
OCCIDENTE;CENTRAL;394;MARIQUITA;1/04/2019;3,12;1;5;20;;43;8;;1;17;7;25;;126;2;1;40,38461538
OCCIDENTE;CENTRAL;366;MELGAR;1/04/2019;2,12;1;12;17;;26;5;5;;15;4;7;;91;1;1;42,9245283
OCCIDENTE;CENTRAL;390;NEIVA;1/04/2019;6,24;1;2;70;;88;6;;1;30;13;70;;280;4;3;44,87179487
OCCIDENTE;CENTRAL;425;PITALITO;1/04/2019;4,68;1;15;43;;60;8;;;33;6;32;1;198;3;2;42,30769231
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;1/04/2019;3,12;1;1;17;;24;6;;;11;7;50;;116;2;1;37,17948718
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;1/04/2019;2,12;1;;22;1;13;8;1;;6;3;11;;65;1;1;30,66037736
OCCIDENTE;CENTRAL;364;TOLEMAIDA;1/04/2019;3,68;1;19;157;;37;15;4;;20;3;42;;297;2;2;80,70652174
OCCIDENTE;CENTRAL;554;YULIMA;1/04/2019;5,68;1;14;63;;73;8;1;;41;12;87;;299;4;2;52,64084507
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;1/04/2019;2,12;1;4;45;;44;6;1;;29;15;14;1;159;1;1;75
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;1/04/2019;2,12;1;1;45;;17;5;;2;12;27;18;;127;1;1;59,90566038
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;1/04/2019;2,12;1;6;22;;6;3;;7;7;9;21;;81;1;1;38,20754717
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;1/04/2019;2,12;1;1;63;;9;5;1;6;11;17;9;1;123;1;1;58,01886792
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;1/04/2019;2,12;1;;19;;8;1;;;3;15;20;;66;1;1;31,13207547
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;1/04/2019;4,68;1;3;156;;70;7;1;2;33;14;102;;388;3;2;82,90598291
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;1/04/2019;6,24;1;34;150;1;58;16;1;;39;21;39;1;360;4;3;57,69230769
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;1/04/2019;2,12;1;1;23;;8;11;;8;5;20;3;1;80;1;1;37,73584906
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;1/04/2019;3,12;1;2;50;;50;8;;;21;23;121;;275;2;1;88,14102564
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;1/04/2019;2,12;1;4;46;;40;10;;2;21;1;30;;154;1;1;72,64150943
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;1/04/2019;3,12;1;9;64;1;34;6;1;5;4;10;18;;152;2;1;48,71794872
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;1/04/2019;2,12;1;3;29;;8;4;;;6;3;14;1;68;1;1;32,0754717
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;1/04/2019;1,56;0;11;31;;13;6;;;;9;;1;71;1;1;45,51282051
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;1/04/2019;2,12;1;20;26;1;15;9;;;8;1;14;1;95;1;1;44,81132075
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;1/04/2019;2,12;1;1;44;;22;7;;;6;4;17;;101;1;1;47,64150943
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;1/04/2019;2,12;1;1;30;;25;4;;;12;14;27;1;114;1;1;53,77358491
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;1/04/2019;0,56;0;1;11;;1;;;3;;3;;;19;0;1;33,92857143
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;1/04/2019;0,56;0;2;13;1;4;;2;8;;5;;;35;0;1;62,5
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;1/04/2019;2,12;1;2;16;;7;;;5;3;14;33;;80;1;1;37,73584906
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;1/04/2019;4,68;1;5;45;;56;4;1;1;24;4;40;;180;3;2;38,46153846
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;1/04/2019;3,68;1;5;85;;47;2;2;3;20;6;25;;195;2;2;52,98913043
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;1/04/2019;3,12;1;10;38;;35;13;1;;28;10;32;1;168;2;1;53,84615385
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;1/04/2019;3,68;1;9;50;;77;16;7;;40;19;54;1;273;2;2;74,18478261
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;1/04/2019;2,12;1;5;22;;31;9;1;2;20;1;2;1;94;1;1;44,33962264
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;1/04/2019;3,68;1;28;61;;31;8;1;3;18;33;87;;270;2;2;73,36956522
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;1/04/2019;2,12;1;2;39;1;14;3;2;;7;3;6;;77;1;1;36,32075472
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;1/04/2019;4,68;1;4;33;1;36;6;;;14;6;18;;118;3;2;25,21367521
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;1/04/2019;2,12;1;3;14;;23;2;1;1;7;18;12;;81;1;1;38,20754717
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;1/04/2019;6,24;1;1;107;;64;13;;2;30;19;67;;303;4;3;48,55769231
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;1/04/2019;4,68;1;8;64;2;34;9;;5;23;7;81;2;235;3;2;50,21367521
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;1/04/2019;2,12;1;12;48;1;22;7;;1;18;6;46;;161;1;1;75,94339623
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;1/04/2019;3,68;1;30;44;;64;13;1;;39;28;50;;269;2;2;73,09782609
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;1/04/2019;6,24;1;29;110;;66;19;4;1;36;36;56;1;358;4;3;57,37179487
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;1/04/2019;2,12;1;4;9;1;22;3;;4;15;9;41;;108;1;1;50,94339623
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;1/04/2019;2,12;1;4;34;;27;6;;;16;20;22;;129;1;1;60,8490566
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;1/04/2019;2,12;1;3;16;;18;4;2;;8;21;4;;76;1;1;35,8490566
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;1/04/2019;5,24;1;7;44;;63;13;3;1;57;13;63;;264;3;3;50,38167939
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;1/04/2019;7,24;1;2;78;;93;4;;;45;25;27;;274;5;3;37,84530387
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;1/04/2019;4,68;1;;64;;36;6;;;33;19;50;;208;3;2;44,44444444
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;1/04/2019;3,68;1;3;36;;52;7;;;34;17;40;;189;2;2;51,35869565
OCCIDENTE;VALLE Y EJE CAFETERO;285;CABLE PLAZA;1/04/2019;2,12;1;;160;;5;5;1;;1;8;16;;196;1;1;92,45283019
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;1/04/2019;3,68;1;5;29;1;57;6;1;;38;17;56;;210;2;2;57,06521739
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;1/04/2019;3,12;1;3;37;;40;5;1;;25;3;35;;149;2;1;47,75641026
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;1/04/2019;6,8;1;2;266;;60;12;1;2;32;25;47;;447;4;4;65,73529412
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;1/04/2019;3,12;1;8;41;;22;3;1;;10;6;18;;109;2;1;34,93589744
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;1/04/2019;5,68;1;54;91;;78;13;;2;45;32;107;;422;4;2;74,29577465
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;1/04/2019;5,24;1;1;115;;46;12;1;2;24;12;40;;253;3;3;48,28244275
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;1/04/2019;5,24;1;13;85;;54;16;;1;26;18;34;;247;3;3;47,13740458
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;1/04/2019;7,8;1;8;54;;154;17;1;3;81;16;74;1;409;5;4;52,43589744
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;1/04/2019;3,68;1;7;76;;54;3;;1;23;14;54;1;233;2;2;63,31521739
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;1/04/2019;1;0;1;14;;4;;;;;2;;;21;1;0;21
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;1/04/2019;2,12;1;1;32;;7;2;;;;8;;;50;1;1;23,58490566
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;1/05/2019;2,12;1;6;27;;21;7;4;2;10;11;16;;104;1;1;49,05660377
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;1/05/2019;3,68;1;14;83;;54;13;1;0;31;7;36;;239;2;2;64,94565217
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;1/05/2019;2,12;1;5;32;1;20;10;1;1;20;4;28;2;124;1;1;58,49056604
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;1/05/2019;8,24;1;38;118;;84;25;4;0;63;14;110;2;458;6;3;55,58252427
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;1/05/2019;3,24;1;0;209;;25;9;3;0;16;5;45;;312;3;1;96,2962963
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;1/05/2019;6,24;1;16;105;;57;24;3;21;39;17;52;1;335;4;3;53,68589744
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;1/05/2019;6,24;1;22;111;1;62;30;1;7;38;8;74;1;355;4;3;56,89102564
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;1/05/2019;2,12;1;2;64;;17;7;;4;8;11;30;;143;1;1;67,45283019
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;1/05/2019;2,12;1;5;30;;13;3;;0;7;6;16;;80;1;1;37,73584906
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;1/05/2019;2,12;1;0;39;;9;8;1;0;4;1;14;1;77;1;1;36,32075472
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;1/05/2019;3,12;1;5;37;;19;17;1;6;16;7;25;1;134;2;1;42,94871795
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;1/05/2019;2,68;1;2;61;;24;16;2;0;12;;22;;139;1;2;51,86567164
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;1/05/2019;3,12;1;19;47;;53;19;3;0;35;14;27;1;218;2;1;69,87179487
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;1/05/2019;2,12;1;1;16;1;9;1;;46;4;3;2;;83;1;1;39,1509434
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;1/05/2019;2,12;1;4;27;;17;8;3;1;11;4;17;1;93;1;1;43,86792453
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;1/05/2019;3,68;1;15;49;;50;14;;2;24;15;21;1;191;2;2;51,90217391
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);1/05/2019;3,12;1;0;89;;59;10;1;0;31;20;30;;240;2;1;76,92307692
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;1/05/2019;3,12;1;1;155;;22;12;;3;13;11;33;2;252;2;1;80,76923077
BOGOTÁ Y PYME;BOGOTÁ CENTRO;170;SIETE DE AGOSTO;1/05/2019;2,12;1;4;21;;13;10;;0;7;7;13;1;76;1;1;35,8490566
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;1/05/2019;2,68;1;6;79;1;52;13;;0;34;20;22;3;230;2;1;85,82089552
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;1/05/2019;2,68;1;3;47;;25;9;2;0;12;5;11;1;115;1;2;42,91044776
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;1/05/2019;3,68;1;1;26;;24;9;;0;15;12;11;;98;2;2;26,63043478
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;1/05/2019;2,68;1;3;34;;33;19;;0;28;8;9;1;135;2;1;50,37313433
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;1/05/2019;2,68;1;3;28;;32;7;1;0;15;5;33;1;125;2;1;46,64179104
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;1/05/2019;6,36;1;15;92;;80;20;5;0;54;7;79;1;353;5;3;55,50314465
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;1/05/2019;2,12;1;0;23;;20;8;1;0;14;2;18;;86;1;1;40,56603774
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;1/05/2019;2,68;1;3;32;;31;14;2;0;17;8;23;1;131;2;1;48,88059701
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;1/05/2019;3,68;1;3;40;;35;13;;0;16;2;27;1;137;2;2;37,22826087
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;1/05/2019;3,68;1;12;51;1;40;10;2;1;14;16;13;;160;2;2;43,47826087
BOGOTÁ Y PYME;BOGOTÁ CENTRO;160;GALERIAS;1/05/2019;3,68;1;3;37;;28;10;;0;15;10;30;2;135;2;2;36,68478261
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;1/05/2019;2,12;1;4;38;;24;5;1;0;14;14;13;;113;1;1;53,30188679
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;1/05/2019;2,68;1;9;50;3;28;3;2;49;13;8;52;1;218;2;1;81,34328358
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;1/05/2019;5,24;1;7;64;;42;9;4;0;24;11;41;1;203;3;3;38,74045802
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;1/05/2019;2,12;1;4;29;1;12;10;;0;4;;16;1;77;1;1;36,32075472
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;1/05/2019;2,12;1;5;23;;8;1;;1;4;2;18;;62;1;1;29,24528302
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;1/05/2019;2,12;1;6;38;;34;8;1;0;14;15;30;;146;1;1;68,86792453
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;1/05/2019;2,12;1;0;23;;20;13;1;0;9;3;17;;86;1;1;40,56603774
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;1/05/2019;2,12;1;2;28;;27;7;2;0;19;6;16;;107;1;1;50,47169811
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;1/05/2019;3,68;1;17;82;;63;12;2;0;44;18;38;;276;2;2;75
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;1/05/2019;2,12;1;0;28;;17;3;1;16;5;4;21;;95;1;1;44,81132075
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;1/05/2019;2,12;1;15;54;;20;8;;0;15;4;23;1;140;1;1;66,03773585
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;1/05/2019;0,56;0;0;1;;17;4;;0;;;9;;31;1;0;55,35714286
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;1/05/2019;6,36;1;14;111;1;127;29;5;0;72;16;71;4;450;5;3;70,75471698
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;1/05/2019;3,68;1;14;52;;55;10;2;0;35;9;21;1;199;2;2;54,07608696
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;1/05/2019;2,12;1;4;51;;25;11;1;0;17;4;19;2;134;1;1;63,20754717
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;1/05/2019;2,12;1;0;43;;16;10;;0;17;8;23;1;118;1;1;55,66037736
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;1/05/2019;2,12;1;2;47;;36;9;2;0;19;12;16;;143;1;1;67,45283019
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;1/05/2019;2,12;1;3;44;;32;9;1;0;16;7;18;1;131;1;1;61,79245283
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;1/05/2019;4,8;1;1;73;;91;8;2;0;58;11;18;;262;4;2;54,58333333
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;1/05/2019;2,68;1;0;34;1;52;12;;1;34;11;13;1;159;1;2;59,32835821
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;1/05/2019;2,68;1;0;12;;16;8;;0;14;4;25;;79;2;1;29,47761194
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;1/05/2019;2,68;1;1;12;;32;0;;1;8;8;8;1;71;2;1;26,49253731
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;1/05/2019;2,68;1;3;49;;37;12;1;0;17;8;25;3;155;2;1;57,8358209
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;1/05/2019;3,68;1;2;49;;89;10;1;0;34;9;21;;215;2;2;58,42391304
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;1/05/2019;2,12;1;0;17;;25;7;;0;14;4;4;;71;1;1;33,49056604
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;1/05/2019;6,36;1;4;64;;88;13;;0;42;14;166;1;392;5;3;61,63522013
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;1/05/2019;2,68;1;0;29;;55;7;5;0;48;5;10;;159;2;1;59,32835821
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;1/05/2019;2,12;1;1;27;;21;7;1;0;7;4;;;68;1;1;32,0754717
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;1/05/2019;2,12;1;0;23;;20;6;2;0;10;4;12;;77;1;1;36,32075472
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;1/05/2019;2,12;1;0;7;;14;3;;1;2;2;6;;35;1;1;16,50943396
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;1/05/2019;2,68;1;9;49;;52;11;;0;38;19;51;1;230;2;1;85,82089552
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;1/05/2019;2,12;1;0;26;;26;5;2;1;15;1;18;1;95;1;1;44,81132075
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;1/05/2019;7,36;1;3;156;;81;23;;2;54;16;56;2;393;5;4;53,39673913
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;1/05/2019;5,24;1;13;152;1;54;11;;6;39;7;58;1;342;3;3;65,26717557
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;1/05/2019;2,12;1;2;22;;28;6;;0;19;3;33;;113;1;1;53,30188679
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;1/05/2019;4,24;1;0;113;;39;20;1;3;32;5;71;1;285;3;2;67,21698113
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;1/05/2019;2,12;1;0;55;;29;3;;0;22;3;40;;152;1;1;71,69811321
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;1/05/2019;2,12;1;1;188;;31;8;3;0;27;9;19;;286;1;1;134,9056604
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;1/05/2019;2,12;1;0;20;;26;7;;0;16;;33;;102;1;1;48,11320755
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;1/05/2019;4,24;1;3;137;1;45;4;;0;23;5;54;;272;2;3;64,1509434
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;1/05/2019;6,36;1;2;87;1;127;13;2;1;70;26;73;;402;5;3;63,20754717
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;1/05/2019;2,68;1;0;38;;20;13;1;0;16;11;19;2;120;2;1;44,7761194
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;1/05/2019;5,8;1;4;147;;86;16;;0;62;9;113;;437;4;3;75,34482759
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;1/05/2019;2,12;1;0;22;1;26;11;1;5;21;4;19;;110;1;1;51,88679245
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;1/05/2019;0,56;0;3;16;;9;9;;0;;;2;;39;1;0;69,64285714
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;1/05/2019;7,36;1;17;174;;115;32;2;3;64;8;96;1;512;5;4;69,56521739
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;1/05/2019;2,12;1;22;97;;29;9;;4;26;4;33;;224;1;1;105,6603774
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;1/05/2019;8,24;1;4;89;;141;8;4;0;84;8;69;;407;6;3;49,39320388
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;1/05/2019;2,12;1;9;32;;15;3;;0;10;;12;;81;1;1;38,20754717
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;1/05/2019;4,24;1;11;26;;53;15;;0;35;1;48;;189;3;2;44,5754717
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;1/05/2019;2,68;1;4;84;;53;9;1;0;26;4;33;1;215;2;1;80,2238806
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;1/05/2019;3,68;1;3;21;;35;3;;4;12;4;;1;83;2;2;22,55434783
